ID;Согласие;Приоритет;Физика_ИКТ;Русский;Математика;ИД;Сумма
257;0;1;96;44;96;3;239
210;0;1;81;59;97;1;238
367;0;1;74;68;86;10;238
543;0;1;61;99;74;4;238
95;0;1;99;84;53;2;238
217;0;1;52;92;89;4;237
296;0;1;80;99;48;10;237
401;0;1;96;68;66;7;237
38;0;1;89;78;65;5;237
195;0;1;98;69;67;2;236
17;0;1;78;54;98;6;236
32;0;1;97;70;63;6;236
120;0;2;81;67;79;9;236
375;0;1;80;53;93;9;235
456;0;1;41;89;97;8;235
10;0;1;75;73;87;0;235
35;0;1;93;67;64;10;234
131;0;2;92;54;78;10;234
197;0;1;67;86;78;2;233
234;0;1;50;79;95;9;233
297;0;1;96;61;73;3;233
505;0;1;78;82;68;5;233
542;0;1;92;74;57;10;233
5;0;1;83;69;76;5;233
266;0;1;77;88;57;9;231
393;0;1;88;41;95;7;231
500;0;1;45;82;97;7;231
7;0;1;40;95;86;10;231
301;0;1;40;99;83;8;230
548;0;1;40;99;85;6;230
116;0;2;82;43;95;10;230
175;0;2;94;44;84;8;230
414;0;1;79;81;66;3;229
421;0;1;52;100;75;2;229
457;0;1;91;45;89;4;229
526;0;1;72;90;61;6;229
146;0;2;90;63;70;6;229
403;0;1;91;91;42;4;228
477;0;1;73;65;84;6;228
533;0;1;94;82;44;8;228
147;0;2;91;87;46;4;228
254;0;1;78;80;61;8;227
423;0;1;72;72;75;8;227
233;0;1;86;82;53;5;226
408;0;1;48;77;100;1;226
188;0;1;70;80;68;7;225
330;0;1;89;41;95;0;225
433;0;1;96;66;57;6;225
92;0;1;96;49;79;1;225
174;0;2;82;60;83;0;225
265;0;1;98;66;51;9;224
510;0;1;85;90;47;2;224
31;0;1;75;89;60;0;224
118;0;2;90;69;57;8;224
123;0;2;62;98;56;8;224
476;0;1;61;69;85;8;223
524;0;1;54;86;79;4;223
474;0;1;47;85;87;3;222
498;0;1;89;52;78;3;222
392;0;1;80;57;82;2;221
435;0;1;93;83;45;0;221
169;0;2;60;67;86;8;221
237;0;1;79;59;74;8;220
503;0;1;99;56;56;9;220
14;0;1;50;70;100;0;220
132;0;2;53;68;94;5;220
203;0;1;54;62;99;4;219
213;0;1;80;71;58;10;219
356;0;1;78;61;77;3;219
455;0;1;50;95;72;2;219
473;0;1;66;95;50;8;219
36;0;1;55;90;69;5;219
221;0;1;64;64;87;3;218
413;0;1;49;85;77;7;218
488;0;1;63;74;71;10;218
495;0;1;71;99;46;2;218
245;0;1;58;69;82;8;217
342;0;1;69;73;71;4;217
411;0;1;100;69;41;7;217
501;0;1;45;77;89;6;217
506;0;1;64;57;86;10;217
515;0;1;56;87;71;3;217
564;0;1;49;70;96;2;217
567;0;1;88;51;71;7;217
48;0;1;93;59;63;2;217
454;0;1;47;67;99;3;216
547;0;1;100;74;40;2;216
570;0;1;79;59;73;5;216
16;0;1;46;91;74;5;216
34;0;1;75;75;57;9;216
214;0;1;42;82;83;8;215
256;0;1;69;86;58;2;215
343;0;1;78;72;58;7;215
437;0;1;92;65;50;8;215
139;0;2;40;86;79;10;215
208;0;1;71;51;82;10;214
222;0;1;43;95;71;5;214
228;0;1;77;74;54;8;213
357;0;1;88;56;64;5;213
432;0;1;93;57;62;1;213
453;0;1;54;53;100;6;213
253;0;1;95;71;46;0;212
255;0;1;90;51;71;0;212
462;0;1;83;75;44;10;212
487;0;1;52;78;76;6;212
537;0;1;88;41;81;2;212
26;0;1;47;57;100;8;212
126;0;2;72;76;55;9;212
127;0;2;60;53;91;8;212
130;0;2;84;71;48;9;212
192;0;1;84;77;48;2;211
200;0;1;90;57;56;8;211
238;0;1;100;58;50;3;211
331;0;1;80;47;77;7;211
339;0;1;52;64;88;7;211
459;0;1;74;59;74;4;211
44;0;1;83;50;70;8;211
381;0;1;86;44;79;1;210
418;0;1;79;71;52;8;210
532;0;1;53;91;66;0;210
41;0;1;59;80;67;4;210
194;0;1;50;89;61;9;209
19;0;1;40;88;75;6;209
21;0;1;76;51;80;2;209
124;0;2;53;78;74;4;209
140;0;2;86;40;80;3;209
382;0;1;65;87;50;6;208
450;0;1;69;59;71;9;208
469;0;1;58;93;49;8;208
502;0;1;90;68;42;8;208
259;0;1;47;76;75;9;207
322;0;1;50;78;79;0;207
465;0;1;83;64;51;9;207
133;0;2;62;69;69;7;207
199;0;1;84;41;71;10;206
262;0;1;56;67;82;1;206
302;0;1;62;77;61;6;206
425;0;1;84;53;59;10;206
480;0;1;56;84;57;9;206
545;0;1;98;46;54;8;206
114;0;2;76;84;40;6;206
182;0;1;54;61;84;6;205
258;0;1;66;42;88;9;205
424;0;1;91;59;49;6;205
88;0;1;77;76;47;5;205
97;0;1;59;100;40;6;205
172;0;2;61;87;54;3;205
186;0;1;60;84;58;2;204
201;0;1;66;72;59;7;204
309;0;1;47;65;83;9;204
395;0;1;73;61;67;3;204
410;0;1;68;48;86;2;204
499;0;1;53;98;45;8;204
143;0;2;81;64;53;6;204
252;0;1;96;45;55;7;203
311;0;1;63;61;79;0;203
447;0;1;43;72;83;5;203
530;0;1;69;40;85;9;203
135;0;2;75;53;71;4;203
138;0;2;66;91;44;2;203
363;0;1;90;46;57;9;202
472;0;1;76;78;40;8;202
37;0;1;60;89;47;6;202
148;0;2;57;61;79;5;202
298;0;1;45;58;94;4;201
4;0;1;75;52;74;0;201
112;0;2;44;89;68;0;201
117;0;2;60;62;71;8;201
173;0;2;83;50;63;5;201
402;0;1;41;70;84;5;200
494;0;1;90;43;61;6;200
2;0;1;52;66;77;5;200
111;0;2;92;44;60;4;200
170;0;2;76;77;47;0;200
196;0;1;55;83;59;2;199
241;0;1;46;68;83;2;199
336;0;1;49;98;43;9;199
47;0;1;96;40;57;6;199
430;0;1;68;40;83;7;198
448;0;1;48;45;99;6;198
516;0;1;74;42;74;8;198
25;0;1;76;41;76;5;198
415;0;1;55;66;72;4;197
560;0;1;50;59;80;8;197
181;0;1;75;48;73;0;196
183;0;1;84;47;63;2;196
193;0;1;58;52;77;9;196
304;0;1;89;48;50;9;196
207;0;1;60;85;40;10;195
426;0;1;75;70;40;10;195
18;0;1;48;64;80;3;195
386;0;1;62;53;77;2;194
446;0;1;97;45;42;10;194
129;0;2;92;41;53;8;194
345;0;1;84;47;59;3;193
464;0;1;47;82;58;6;193
481;0;1;83;53;47;10;193
232;0;1;93;46;46;7;192
468;0;1;40;67;82;3;192
49;0;1;74;40;67;10;191
306;0;1;55;43;87;5;190
209;0;1;43;64;76;6;189
248;0;1;68;67;50;4;189
493;0;1;40;60;85;4;189
551;0;1;56;46;79;8;189
12;0;1;40;58;86;5;189
249;0;1;54;40;94;0;188
29;0;1;44;83;60;1;188
40;0;1;40;77;67;4;188
142;0;2;40;56;90;2;188
227;0;1;79;55;47;6;187
307;0;1;44;92;48;3;187
420;0;1;48;50;87;2;187
496;0;1;48;48;90;1;187
553;0;1;61;57;62;7;187
269;0;1;69;73;42;2;186
371;0;1;84;49;49;4;186
11;0;1;53;47;79;7;186
235;0;1;41;95;45;4;185
471;0;1;94;48;42;1;185
22;0;1;40;89;49;7;185
99;0;1;55;71;53;6;185
429;0;1;58;53;70;3;184
24;0;1;50;70;56;8;184
380;0;1;44;43;89;7;183
507;0;1;66;44;69;4;183
399;0;1;81;58;43;0;182
405;0;1;55;77;49;1;182
440;0;1;74;59;40;9;182
470;0;1;60;61;59;2;182
504;0;1;52;70;59;1;182
270;0;1;51;75;52;3;181
329;0;1;48;76;53;4;181
441;0;1;50;48;76;7;181
225;0;1;44;50;85;1;180
125;0;2;52;77;48;3;180
236;0;1;69;61;47;2;179
360;0;1;48;74;55;2;179
400;0;1;78;58;41;2;179
466;0;1;71;47;57;4;179
550;0;1;48;64;62;5;179
479;0;1;51;82;41;4;178
176;0;2;68;43;64;3;178
136;0;2;75;58;43;1;177
187;0;1;53;61;55;7;176
482;0;1;62;52;55;7;176
556;0;1;66;59;47;4;176
566;0;1;71;60;45;0;176
219;0;1;44;81;48;2;175
293;0;1;57;60;55;3;175
370;0;1;53;71;42;9;175
491;0;1;54;74;44;3;175
185;0;1;63;62;44;5;174
202;0;1;80;41;49;4;174
383;0;1;63;43;60;8;174
489;0;1;49;48;77;0;174
96;0;1;60;43;68;3;174
443;0;1;45;40;85;3;173
128;0;2;47;67;54;5;173
91;0;1;68;59;44;1;172
540;0;1;43;53;75;0;171
13;0;1;71;40;51;9;171
452;0;1;80;46;41;3;170
27;0;1;54;68;40;8;170
180;0;2;58;41;64;6;169
115;0;2;59;60;49;0;168
204;0;1;64;49;51;3;167
326;0;1;40;70;56;1;167
428;0;1;48;73;44;2;167
215;0;1;60;48;55;2;165
220;0;1;61;41;53;10;165
267;0;1;42;59;58;4;163
303;0;1;58;43;52;10;163
226;0;1;42;44;72;3;161
475;0;1;64;40;54;3;161
43;0;1;66;44;50;1;161
335;0;1;60;45;48;7;160
508;0;1;61;44;51;4;160
562;0;1;56;42;58;2;158
171;0;2;61;45;45;7;158
295;0;1;40;68;42;4;154
497;0;1;51;51;42;6;150
1;0;1;47;55;41;6;149
539;0;1;40;49;58;0;147
211;0;1;42;43;55;2;142
416;0;1;41;51;46;3;141
299;0;1;43;46;47;3;139
419;0;1;43;41;44;5;133
438;0;1;41;43;43;5;132
